Terminal;Moega;ID Vagão;Produto;Chegada_Trem;Data/Hora Encoste;Data/Hora Início Descarga;Data/Hora Fim Descarga
EEE;Moega NNN;3061826;Açúcar;18/01/2022 01:00;19/01/2022 02:18;19/01/2022 07:35;19/01/2022 08:23
EEE;Moega NNN;6684318;Açúcar;18/01/2022 01:00;19/01/2022 02:18;19/01/2022 07:35;19/01/2022 08:23
EEE;Moega NNN;2969527;Açúcar;18/01/2022 01:00;19/01/2022 02:18;19/01/2022 08:23;19/01/2022 08:50
EEE;Moega NNN;3971275;Açúcar;18/01/2022 01:00;19/01/2022 02:34;19/01/2022 04:44;19/01/2022 05:22
EEE;Moega NNN;6431850;Açúcar;18/01/2022 01:00;19/01/2022 02:34;19/01/2022 08:24;19/01/2022 08:50
EEE;Moega NNN;4398397;Açúcar;18/01/2022 01:00;19/01/2022 02:34;19/01/2022 08:55;19/01/2022 09:34
EEE;Moega NNN;1447552;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 07:20;22/01/2022 07:40
EEE;Moega NNN;5402417;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 07:25;22/01/2022 07:41
EEE;Moega NNN;562860;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 07:45;22/01/2022 08:13
EEE;Moega NNN;6541653;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 08:16;22/01/2022 08:39
EEE;Moega NNN;6565711;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 08:16;22/01/2022 08:40
EEE;Moega NNN;3283532;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 08:50;22/01/2022 09:31
EEE;Moega NNN;5580988;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 09:50;22/01/2022 10:21
EEE;Moega NNN;1298223;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 09:50;22/01/2022 10:21
EEE;Moega NNN;3766657;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 10:22;22/01/2022 11:17
EEE;Moega NNN;8004708;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 10:22;22/01/2022 11:17
EEE;Moega NNN;357815;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 11:22;22/01/2022 11:40
EEE;Moega NNN;1965110;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 11:22;22/01/2022 11:40
EEE;Moega NNN;2374020;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 11:41;22/01/2022 12:22
EEE;Moega NNN;6496125;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 23:21;22/01/2022 23:43
EEE;Moega NNN;462869;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 23:22;22/01/2022 23:41
EEE;Moega NNN;8276792;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 23:44;23/01/2022 00:14
EEE;Moega NNN;5044271;Açúcar;21/01/2022 03:15;22/01/2022 05:20;22/01/2022 23:44;23/01/2022 00:15
EEE;Moega NNN;6899284;Açúcar;21/01/2022 03:15;22/01/2022 05:20;23/01/2022 01:27;23/01/2022 02:08
EEE;Moega NNN;2267814;Açúcar;21/01/2022 03:15;22/01/2022 05:20;23/01/2022 01:28;23/01/2022 02:09
EEE;Moega NNN;6791075;Açúcar;21/01/2022 03:15;22/01/2022 05:20;23/01/2022 02:42;23/01/2022 03:55
EEE;Moega NNN;2225853;Açúcar;21/01/2022 03:15;22/01/2022 05:20;23/01/2022 02:43;23/01/2022 03:56
EEE;Moega NNN;708880;Açúcar;21/01/2022 03:15;22/01/2022 05:20;23/01/2022 04:00;23/01/2022 04:38
EEE;Moega NNN;5756324;Açúcar;21/01/2022 03:15;22/01/2022 05:20;23/01/2022 05:39;23/01/2022 05:52
EEE;Moega PPP;4250986;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 17:39;03/01/2022 17:53
EEE;Moega PPP;3337707;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 17:39;03/01/2022 17:53
EEE;Moega PPP;692816;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 17:40;03/01/2022 17:54
EEE;Moega PPP;1090476;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 17:40;03/01/2022 17:54
EEE;Moega PPP;3171923;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 17:40;03/01/2022 17:55
EEE;Moega PPP;1875440;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 18:02;03/01/2022 18:19
EEE;Moega PPP;1836336;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 18:03;03/01/2022 18:19
EEE;Moega PPP;2788237;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 18:05;03/01/2022 18:20
EEE;Moega PPP;6844855;Soja;02/01/2022 14:35;03/01/2022 17:26;03/01/2022 18:05;03/01/2022 18:21
EEE;Moega NNN;845811;Açúcar;23/01/2022 02:50;24/01/2022 08:40;24/01/2022 08:45;24/01/2022 09:12
EEE;Moega NNN;8263570;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 11:41;22/01/2022 12:22
EEE;Moega NNN;5612432;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 12:39;22/01/2022 12:48
EEE;Moega NNN;594795;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 12:39;22/01/2022 12:48
EEE;Moega NNN;7352750;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 13:30;22/01/2022 14:00
EEE;Moega NNN;7392517;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 13:30;22/01/2022 14:00
EEE;Moega NNN;5507707;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 14:05;22/01/2022 14:40
EEE;Moega NNN;1425069;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 14:05;22/01/2022 14:40
EEE;Moega NNN;666230;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 14:42;22/01/2022 15:28
EEE;Moega NNN;500200;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 14:42;22/01/2022 15:28
EEE;Moega NNN;2273241;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 15:29;22/01/2022 16:13
EEE;Moega NNN;436498;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 15:29;22/01/2022 16:13
EEE;Moega NNN;2725118;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 16:14;22/01/2022 17:00
EEE;Moega NNN;3953276;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 16:14;22/01/2022 17:00
EEE;Moega NNN;7970056;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 17:02;22/01/2022 17:48
EEE;Moega NNN;5240575;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 17:02;22/01/2022 17:48
EEE;Moega NNN;5553538;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 21:53;22/01/2022 22:35
EEE;Moega NNN;1868440;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 21:53;22/01/2022 22:35
EEE;Moega NNN;3830652;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 22:38;22/01/2022 23:20
EEE;Moega NNN;2536030;Açúcar;21/01/2022 03:15;22/01/2022 11:30;22/01/2022 22:38;22/01/2022 23:23
EEE;Moega NNN;7462332;Açúcar;21/01/2022 03:15;22/01/2022 11:30;23/01/2022 00:17;23/01/2022 00:52
EEE;Moega NNN;7636453;Açúcar;21/01/2022 03:15;22/01/2022 11:30;23/01/2022 00:18;23/01/2022 00:53
EEE;Moega NNN;3709036;Açúcar;21/01/2022 03:15;22/01/2022 11:30;23/01/2022 01:28;23/01/2022 02:09
EEE;Moega NNN;1081439;Açúcar;21/01/2022 03:15;22/01/2022 11:30;23/01/2022 02:11;23/01/2022 02:36
EEE;Moega NNN;6194024;Açúcar;21/01/2022 03:15;22/01/2022 11:30;23/01/2022 02:12;23/01/2022 02:37
EEE;Moega NNN;7231048;Açúcar;21/01/2022 03:15;22/01/2022 11:30;23/01/2022 04:01;23/01/2022 04:37
EEE;Moega NNN;3109096;Açúcar;21/01/2022 03:15;22/01/2022 11:30;23/01/2022 04:39;23/01/2022 05:30
EEE;Moega NNN;5035037;Açúcar;21/01/2022 03:15;22/01/2022 11:30;23/01/2022 04:40;23/01/2022 05:31
EEE;Moega NNN;7913094;Açúcar;18/01/2022 01:00;19/01/2022 09:17;19/01/2022 09:24;19/01/2022 09:49
EEE;Moega NNN;7601484;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 17:50;22/01/2022 18:22
EEE;Moega NNN;1153204;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 17:50;22/01/2022 18:22
EEE;Moega NNN;7480696;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 18:23;22/01/2022 19:29
EEE;Moega NNN;1448674;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 18:23;22/01/2022 19:29
EEE;Moega NNN;1373079;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 19:33;22/01/2022 20:12
EEE;Moega NNN;3913785;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 19:33;22/01/2022 20:12
EEE;Moega NNN;3368635;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 20:13;22/01/2022 20:49
EEE;Moega NNN;2186615;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 20:13;22/01/2022 20:49
EEE;Moega NNN;7727889;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 20:52;22/01/2022 21:47
EEE;Moega NNN;6502677;Açúcar;21/01/2022 03:15;22/01/2022 17:31;22/01/2022 20:52;22/01/2022 21:47
ZAA;Moega QQQ;6594061;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 11:00;30/01/2022 11:26
ZAA;Moega QQQ;3174145;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 11:01;30/01/2022 11:26
ZAA;Moega QQQ;5609851;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 11:01;30/01/2022 11:26
ZAA;Moega QQQ;7838263;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 11:30;30/01/2022 11:56
ZAA;Moega QQQ;4738877;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 11:30;30/01/2022 11:56
ZAA;Moega QQQ;8003334;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 11:30;30/01/2022 12:04
ZAA;Moega QQQ;8425055;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 12:16;30/01/2022 12:48
ZAA;Moega QQQ;6492089;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 12:16;30/01/2022 12:48
ZAA;Moega QQQ;5178678;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 12:16;30/01/2022 12:48
ZAA;Moega QQQ;5204843;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 13:09;30/01/2022 13:41
ZAA;Moega QQQ;584033;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 13:09;30/01/2022 13:41
ZAA;Moega QQQ;8422903;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 13:10;30/01/2022 13:41
ZAA;Moega QQQ;7001266;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 13:45;30/01/2022 14:32
ZAA;Moega QQQ;5826199;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 13:45;30/01/2022 14:32
ZAA;Moega QQQ;7428163;Soja;30/01/2022 09:31;30/01/2022 10:25;30/01/2022 13:45;30/01/2022 14:32
ZAA;Moega RRR;2264154;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 15:10;05/01/2022 15:25
ZAA;Moega RRR;3761765;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 15:10;05/01/2022 15:25
ZAA;Moega RRR;1757658;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 15:10;05/01/2022 15:25
ZAA;Moega RRR;783418;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 15:20;05/01/2022 15:48
ZAA;Moega RRR;7061848;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 15:20;05/01/2022 15:50
ZAA;Moega RRR;5022338;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 15:20;05/01/2022 15:50
ZAA;Moega RRR;6190730;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:01;05/01/2022 16:16
ZAA;Moega RRR;6771715;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:01;05/01/2022 16:17
ZAA;Moega RRR;4533491;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:02;05/01/2022 16:16
ZAA;Moega RRR;1560596;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:17;05/01/2022 16:38
ZAA;Moega RRR;5409645;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:20;05/01/2022 16:38
ZAA;Moega RRR;1941518;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:20;05/01/2022 16:38
ZAA;Moega RRR;6391829;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:52;05/01/2022 17:01
ZAA;Moega RRR;7268999;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:52;05/01/2022 17:01
ZAA;Moega RRR;4227930;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 16:52;05/01/2022 17:01
ZAA;Moega RRR;596752;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 17:04;05/01/2022 17:20
ZAA;Moega RRR;7177065;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 17:04;05/01/2022 17:21
ZAA;Moega RRR;2294284;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 17:04;05/01/2022 17:23
ZAA;Moega RRR;4080874;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 17:25;05/01/2022 17:46
ZAA;Moega RRR;1668999;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 17:27;05/01/2022 17:46
ZAA;Moega RRR;8397393;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 17:29;05/01/2022 18:05
ZAA;Moega RRR;7891985;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 17:33;05/01/2022 18:06
ZAA;Moega RRR;7207859;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 17:40;05/01/2022 18:08
ZAA;Moega RRR;2866405;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 18:18;05/01/2022 18:55
ZAA;Moega RRR;8006131;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 18:18;05/01/2022 18:55
ZAA;Moega RRR;7886349;Milho;05/01/2022 14:09;05/01/2022 15:06;05/01/2022 18:18;05/01/2022 18:55
ZAA;Moega RRR;4430451;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 11:36;30/01/2022 11:57
ZAA;Moega RRR;4497692;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 11:36;30/01/2022 11:57
ZAA;Moega RRR;6271383;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 11:40;30/01/2022 11:57
ZAA;Moega RRR;2201934;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 11:57;30/01/2022 12:16
ZAA;Moega RRR;5261003;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 11:57;30/01/2022 12:16
ZAA;Moega RRR;1451056;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 11:57;30/01/2022 12:16
ZAA;Moega RRR;6855410;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 12:17;30/01/2022 12:40
ZAA;Moega RRR;4213675;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 12:17;30/01/2022 12:40
ZAA;Moega RRR;5011260;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 12:17;30/01/2022 12:40
ZAA;Moega RRR;5716927;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 12:44;30/01/2022 12:58
ZAA;Moega RRR;6821611;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 12:44;30/01/2022 12:58
ZAA;Moega RRR;7099875;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 12:44;30/01/2022 12:58
ZAA;Moega RRR;6125179;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 13:08;30/01/2022 13:25
ZAA;Moega RRR;2408944;Açúcar;30/01/2022 10:31;30/01/2022 11:35;30/01/2022 13:08;30/01/2022 13:26
ZAA;Moega SSS;470987;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:05;24/01/2022 11:21
ZAA;Moega SSS;7244769;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:06;24/01/2022 11:22
ZAA;Moega SSS;2418648;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:07;24/01/2022 11:23
ZAA;Moega SSS;2437933;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:26;24/01/2022 11:43
ZAA;Moega SSS;4258264;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:27;24/01/2022 11:44
ZAA;Moega SSS;6175586;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:28;24/01/2022 11:45
ZAA;Moega SSS;467391;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:46;24/01/2022 12:03
ZAA;Moega SSS;5707926;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:47;24/01/2022 12:04
ZAA;Moega SSS;8393593;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 11:48;24/01/2022 12:05
ZAA;Moega SSS;1608741;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 12:08;24/01/2022 12:19
ZAA;Moega SSS;2692260;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 12:09;24/01/2022 12:20
ZAA;Moega SSS;3476837;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 12:25;24/01/2022 12:38
ZAA;Moega SSS;6855439;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 12:26;24/01/2022 12:39
ZAA;Moega SSS;3778143;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 12:27;24/01/2022 12:40
ZAA;Moega SSS;7188556;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 15:00;24/01/2022 15:19
ZAA;Moega SSS;7479431;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 15:00;24/01/2022 15:19
ZAA;Moega SSS;5683096;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 15:00;24/01/2022 15:19
ZAA;Moega SSS;2952724;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 15:20;24/01/2022 15:32
ZAA;Moega SSS;7364488;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 15:20;24/01/2022 15:34
ZAA;Moega SSS;4031614;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 15:20;24/01/2022 15:35
ZAA;Moega SSS;7262696;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 17:02;24/01/2022 17:20
ZAA;Moega SSS;6218889;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 17:02;24/01/2022 17:20
ZAA;Moega SSS;4846276;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 17:22;24/01/2022 17:40
ZAA;Moega SSS;3447075;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 17:22;24/01/2022 17:40
ZAA;Moega SSS;5542799;Açúcar;24/01/2022 07:54;24/01/2022 09:00;24/01/2022 17:23;24/01/2022 17:41
ZAA;Moega SSS;4980815;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 18:08;22/01/2022 18:36
ZAA;Moega SSS;7576951;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 18:08;22/01/2022 18:37
ZAA;Moega SSS;3623044;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 18:08;22/01/2022 18:38
ZAA;Moega SSS;6155325;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 18:39;22/01/2022 19:18
ZAA;Moega SSS;5220205;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 18:40;22/01/2022 19:18
ZAA;Moega SSS;4308144;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 18:41;22/01/2022 19:18
ZAA;Moega SSS;6284919;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 19:20;22/01/2022 19:40
ZAA;Moega SSS;2757463;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 19:20;22/01/2022 19:40
ZAA;Moega SSS;5866898;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 19:20;22/01/2022 19:40
ZAA;Moega SSS;5181999;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 19:41;22/01/2022 20:04
ZAA;Moega SSS;6640992;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 19:42;22/01/2022 20:03
ZAA;Moega SSS;694267;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 19:43;22/01/2022 20:05
ZAA;Moega SSS;3209173;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 21:12;22/01/2022 21:32
ZAA;Moega SSS;1559180;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 21:12;22/01/2022 21:32
ZAA;Moega SSS;1949879;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 21:12;22/01/2022 21:33
ZAA;Moega SSS;7298579;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 21:35;22/01/2022 21:51
ZAA;Moega SSS;4521840;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 21:35;22/01/2022 21:51
ZAA;Moega SSS;2254905;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 21:36;22/01/2022 21:51
ZAA;Moega SSS;2722422;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 23:35;22/01/2022 23:56
ZAA;Moega SSS;1333477;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 23:35;22/01/2022 23:56
ZAA;Moega SSS;513083;Açúcar;22/01/2022 17:00;22/01/2022 18:07;22/01/2022 23:35;22/01/2022 23:56
ZAA;Moega SSS;7415516;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 08:25;25/01/2022 08:36
ZAA;Moega SSS;1867637;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 08:25;25/01/2022 08:36
ZAA;Moega SSS;3918685;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 08:25;25/01/2022 08:36
ZAA;Moega SSS;6708693;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 08:40;25/01/2022 09:09
ZAA;Moega SSS;858111;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 08:40;25/01/2022 09:09
ZAA;Moega SSS;7613593;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 09:09;25/01/2022 10:04
ZAA;Moega SSS;6834996;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 09:09;25/01/2022 10:05
ZAA;Moega SSS;2340104;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 09:09;25/01/2022 10:05
ZAA;Moega SSS;948777;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 09:45;25/01/2022 10:06
ZAA;Moega SSS;6441915;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 09:45;25/01/2022 10:06
ZAA;Moega SSS;1878887;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 09:45;25/01/2022 10:06
ZAA;Moega SSS;7823123;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:06;25/01/2022 10:48
ZAA;Moega SSS;4481395;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:06;25/01/2022 10:48
ZAA;Moega SSS;8246472;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:06;25/01/2022 10:49
ZAA;Moega SSS;7417348;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:24;25/01/2022 10:49
ZAA;Moega SSS;923061;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:24;25/01/2022 10:49
ZAA;Moega SSS;4289827;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:24;25/01/2022 10:49
ZAA;Moega SSS;7718603;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:50;25/01/2022 11:20
ZAA;Moega SSS;7454410;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:50;25/01/2022 11:20
ZAA;Moega SSS;660018;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 10:50;25/01/2022 11:20
ZAA;Moega SSS;6539474;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 11:20;25/01/2022 11:48
ZAA;Moega SSS;7429706;Açúcar;25/01/2022 07:15;25/01/2022 08:22;25/01/2022 11:20;25/01/2022 11:48
ZAA;Moega QQQ;4272794;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 03:33;31/01/2022 04:18
ZAA;Moega QQQ;7377850;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 03:33;31/01/2022 04:18
ZAA;Moega QQQ;8116741;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 04:18;31/01/2022 04:55
ZAA;Moega QQQ;3218044;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 04:18;31/01/2022 04:55
ZAA;Moega QQQ;3598341;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 04:18;31/01/2022 04:55
ZAA;Moega QQQ;4587104;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 04:55;31/01/2022 05:39
ZAA;Moega QQQ;2849733;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 04:55;31/01/2022 05:40
ZAA;Moega QQQ;3547211;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 04:55;31/01/2022 05:40
ZAA;Moega QQQ;1099454;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 05:42;31/01/2022 06:36
ZAA;Moega QQQ;4097930;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 05:42;31/01/2022 06:36
ZAA;Moega QQQ;625719;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 05:42;31/01/2022 06:36
ZAA;Moega QQQ;5178694;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 06:36;31/01/2022 06:52
ZAA;Moega QQQ;5879856;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 06:36;31/01/2022 06:52
ZAA;Moega QQQ;7399299;Soja;31/01/2022 01:31;31/01/2022 02:41;31/01/2022 06:36;31/01/2022 06:52
